type	pre-condition	post-condition	confidence	SDC
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""argentina"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""argentina"" > 1.35"	0.9700121961972246	(('sbert', 1, 'argentina', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.3520763044626478, 0.02998780380277541, (49, 2102, 160596, 135652))
Embedding	"80 % column values have their Glove embedding distance to ""april"" < 6.0"	"values whose Glove embedding distance to ""april"" > 10.0"	0.9697248809318171	(('embed', 1, 'april', 0.8, 6.0), ('embed', 10.0), 1.4330427623127946, 0.03027511906818293, (30, 1377, 171470, 125522))
Embedding	"80 % column values have their Glove embedding distance to ""april"" < 6.0"	"values whose Glove embedding distance to ""april"" > 9.5"	0.9697248809318171	(('embed', 1, 'april', 0.8, 6.0), ('embed', 9.5), 1.4355448216677194, 0.03027511906818293, (30, 1377, 171837, 125155))
Embedding	"80 % column values have their Glove embedding distance to ""april"" < 6.0"	"values whose Glove embedding distance to ""april"" > 8.5"	0.9697248809318171	(('embed', 1, 'april', 0.8, 6.0), ('embed', 8.5), 1.4691630481990818, 0.03027511906818293, (30, 1377, 176753, 120239))
Embedding	"80 % column values have their Glove embedding distance to ""april"" < 6.0"	"values whose Glove embedding distance to ""april"" > 11.5"	0.9697248809318171	(('embed', 1, 'april', 0.8, 6.0), ('embed', 11.5), 1.4307529082787065, 0.03027511906818293, (30, 1377, 171134, 125858))
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 6.0"	"values whose Glove embedding distance to ""event"" > 12.0"	0.9697026218953336	(('embed', 1, 'event', 0.8, 6.0), ('embed', 12.0), 1.441790515910375, 0.030297378104666338, (19, 954, 171141, 126285))
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 6.0"	"values whose Glove embedding distance to ""event"" > 11.5"	0.9697026218953336	(('embed', 1, 'event', 0.8, 6.0), ('embed', 11.5), 1.4418041202520082, 0.030297378104666338, (19, 954, 171143, 126283))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""france"" < 1.0"	"values whose Sentence-BERT embedding distance to ""france"" > 1.3"	0.9695722180024025	(('sbert', 1, 'france', 0.8, 1.0), ('sbert', 1.3), 2.1787815873540026, 0.030427781997597502, (5, 375, 259760, 38259))
Embedding	"80 % column values have their Glove embedding distance to ""asia"" < 5.5"	"values whose Glove embedding distance to ""asia"" > 9.0"	0.9695135127352674	(('embed', 1, 'asia', 0.8, 5.5), ('embed', 9.0), 1.5237747009638467, 0.03048648726473257, (3, 282, 172589, 125525))
Embedding	"80 % column values have their Glove embedding distance to ""james"" < 5.0"	"values whose Glove embedding distance to ""james"" > 9.0"	0.9694095455735111	(('embed', 1, 'james', 0.8, 5.0), ('embed', 9.0), 1.4600691049492331, 0.030590454426488875, (12, 668, 171950, 125769))
Embedding	"80 % column values have their Glove embedding distance to ""james"" < 5.0"	"values whose Glove embedding distance to ""james"" > 12.0"	0.9694095455735111	(('embed', 1, 'james', 0.8, 5.0), ('embed', 12.0), 1.4546177708780765, 0.030590454426488875, (12, 668, 171148, 126571))
Pattern	"98 % of values match pattern ""^[a-zA-Z]+ [a-zA-Z]+ [\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+ [\+\-\d\.,]+ [\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+ [a-zA-Z]+ [\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+ [\+\-\d\.,]+ [\+\-\d\.,]+$"""	0.9692282059826212	(('pattern', 1, 'sat aug 26 18:47:06 +0000 2017', '^[a-zA-Z]+ [a-zA-Z]+ [\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 3.141592653589793, 0.03077179401737882, (0, 121, 298278, 0))
Embedding	"80 % column values have their Glove embedding distance to ""seventh"" < 6.0"	"values whose Glove embedding distance to ""seventh"" > 9.5"	0.9691518893631808	(('embed', 1, 'seventh', 0.8, 6.0), ('embed', 9.5), 1.4261269146322646, 0.03084811063681929, (37, 1608, 171491, 125263))
Pattern	"98 % of values match pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9690018866123292	(('pattern', 1, '2019010248:17', '^[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 2.8397669244272437, 0.03099811338767075, (37, 1600, 296762, 0))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 5.5"	"values whose Glove embedding distance to ""australia"" > 7.5"	0.9687720150721235	(('embed', 1, 'australia', 0.8, 5.5), ('embed', 7.5), 1.6089792135935466, 0.031227984927876495, (12, 654, 193919, 103814))
Embedding	"80 % column values have their Glove embedding distance to ""march"" < 6.0"	"values whose Glove embedding distance to ""march"" > 10.5"	0.9686594185703356	(('embed', 1, 'march', 0.8, 6.0), ('embed', 10.5), 1.4229730011818655, 0.03134058142966449, (34, 1474, 171161, 125730))
Embedding	"80 % column values have their Glove embedding distance to ""march"" < 6.0"	"values whose Glove embedding distance to ""march"" > 9.5"	0.9686594185703356	(('embed', 1, 'march', 0.8, 6.0), ('embed', 9.5), 1.4275623288292878, 0.03134058142966449, (34, 1474, 171834, 125057))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""se"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""se"" > 1.3"	0.9685683388345491	(('sbert', 1, 'se', 0.8, 1.2000000000000002), ('sbert', 1.3), 1.7931655484207383, 0.03143166116545094, (143, 5202, 223237, 69817))
Embedding	"80 % column values have their Glove embedding distance to ""fra"" < 6.5"	"values whose Glove embedding distance to ""fra"" > 12.0"	0.9684991145629278	(('embed', 1, 'fra', 0.8, 6.5), ('embed', 12.0), 1.465717637624453, 0.031500885437072176, (8, 488, 171153, 126750))
Pattern	"80 % of values match pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+ [a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+ [\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+ [a-zA-Z]+$"""	0.9684705387979147	(('pattern', 1, '12/23/2013 12:00:00 am', '^[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+ [a-zA-Z]+$', 0.8), ('pattern', 0), 3.141592653589793, 0.03152946120208532, (0, 118, 298281, 0))
Embedding	"80 % column values have their Glove embedding distance to ""west"" < 5.0"	"values whose Glove embedding distance to ""west"" > 7.5"	0.9683053480913877	(('embed', 1, 'west', 0.8, 5.0), ('embed', 7.5), 2.0111270153168506, 0.031694651908612356, (4, 316, 240936, 57143))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""liverpool"" < 1.0"	"values whose Sentence-BERT embedding distance to ""liverpool"" > 1.25"	0.9682096231761248	(('sbert', 1, 'liverpool', 0.8, 1.0), ('sbert', 1.25), 2.9326403051690373, 0.03179037682387522, (0, 117, 295038, 3244))
Embedding	"80 % column values have their Glove embedding distance to ""group"" < 5.5"	"values whose Glove embedding distance to ""group"" > 9.0"	0.9680794359227837	(('embed', 1, 'group', 0.8, 5.5), ('embed', 9.0), 1.5230984126938618, 0.031920564077216364, (3, 269, 173214, 124913))
Embedding	"80 % column values have their Glove embedding distance to ""group"" < 5.5"	"values whose Glove embedding distance to ""group"" > 8.5"	0.9680794359227837	(('embed', 1, 'group', 0.8, 5.5), ('embed', 8.5), 1.542915198166495, 0.031920564077216364, (3, 269, 176124, 122003))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""nurse"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""nurse"" > 1.35"	0.9680350165339057	(('sbert', 1, 'nurse', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.853201210973327, 0.03196498346609429, (2, 222, 216829, 81346))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 6.0"	"values whose Glove embedding distance to ""australia"" > 9.0"	0.9679503200992112	(('embed', 1, 'australia', 0.8, 6.0), ('embed', 9.0), 1.4280183102561836, 0.032049679900788774, (40, 1651, 172875, 123833))
Embedding	"80 % column values have their Glove embedding distance to ""australia"" < 6.0"	"values whose Glove embedding distance to ""australia"" > 11.0"	0.9679503200992112	(('embed', 1, 'australia', 0.8, 6.0), ('embed', 11.0), 1.4161171186896517, 0.032049679900788774, (40, 1651, 171132, 125576))
Embedding	"80 % column values have their Glove embedding distance to ""mon"" < 6.5"	"values whose Glove embedding distance to ""mon"" > 8.0"	0.9678062096119832	(('embed', 1, 'mon', 0.8, 6.5), ('embed', 8.0), 1.7316453571719914, 0.03219379038801682, (1, 171, 195098, 103129))
Embedding	"80 % column values have their Glove embedding distance to ""scheduled"" < 6.0"	"values whose Glove embedding distance to ""scheduled"" > 9.5"	0.967751346582385	(('embed', 1, 'scheduled', 0.8, 6.0), ('embed', 9.5), 1.4243768344161374, 0.0322486534176149, (29, 1255, 171535, 125580))
Embedding	"80 % column values have their Glove embedding distance to ""scheduled"" < 6.0"	"values whose Glove embedding distance to ""scheduled"" > 9.0"	0.967751346582385	(('embed', 1, 'scheduled', 0.8, 6.0), ('embed', 9.0), 1.43109160553295, 0.0322486534176149, (29, 1255, 172520, 124595))
Embedding	"80 % column values have their Glove embedding distance to ""hungary"" < 5.5"	"values whose Glove embedding distance to ""hungary"" > 11.0"	0.9677291256858099	(('embed', 1, 'hungary', 0.8, 5.5), ('embed', 11.0), 1.5080927639917412, 0.032270874314190075, (3, 266, 171179, 126951))
Embedding	"80 % column values have their Glove embedding distance to ""europe"" < 5.0"	"values whose Glove embedding distance to ""europe"" > 10.0"	0.9676374970113101	(('embed', 1, 'europe', 0.8, 5.0), ('embed', 10.0), 1.4847822214268596, 0.03236250298868992, (5, 352, 171472, 126570))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""canada"" < 1.1"	"values whose Sentence-BERT embedding distance to ""canada"" > 1.3250000000000002"	0.9675978889642634	(('sbert', 1, 'canada', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.842082552824122, 0.032402111035736626, (41, 1667, 229941, 66750))
Embedding	"80 % column values have their Glove embedding distance to ""argentina"" < 6.0"	"values whose Glove embedding distance to ""argentina"" > 11.0"	0.9674728024633252	(('embed', 1, 'argentina', 0.8, 6.0), ('embed', 11.0), 1.4433641633904468, 0.03252719753667471, (13, 665, 171165, 126556))
Embedding	"80 % column values have their Glove embedding distance to ""malaysia"" < 6.0"	"values whose Glove embedding distance to ""malaysia"" > 11.5"	0.9669147568054818	(('embed', 1, 'malaysia', 0.8, 6.0), ('embed', 11.5), 1.4359882535831154, 0.03308524319451826, (15, 727, 171146, 126511))
Embedding	"80 % column values have their Glove embedding distance to ""cat"" < 5.0"	"values whose Glove embedding distance to ""cat"" > 7.5"	0.9668647121590099	(('embed', 1, 'cat', 0.8, 5.0), ('embed', 7.5), 1.9956913185341212, 0.033135287840990055, (1, 166, 230812, 67420))
CTA	"80 % column values have their Doduo ""category""-classifier scores >= 4.5"	"values whose Doduo ""category""-classifier scores <= -1"""	0.9667472300306078	(('doduo', 'category', 0.8, 4.5), ('doduo', -1), 1.495855491506953, 0.033252769969392144, (29, 1216, 182666, 114488))
Embedding	"80 % column values have their Glove embedding distance to ""southampton"" < 5.5"	"values whose Glove embedding distance to ""southampton"" > 8.0"	0.9665698552359576	(('embed', 1, 'southampton', 0.8, 5.5), ('embed', 8.0), 1.5878646169758446, 0.03343014476404236, (2, 212, 180277, 117908))
Embedding	"80 % column values have their Glove embedding distance to ""southampton"" < 5.5"	"values whose Glove embedding distance to ""southampton"" > 8.5"	0.9665698552359576	(('embed', 1, 'southampton', 0.8, 5.5), ('embed', 8.5), 1.5388137319446862, 0.03343014476404236, (2, 212, 173091, 125094))
CTA	"80 % column values have their Doduo ""type""-classifier scores >= 4"	"values whose Doduo ""type""-classifier scores <= -1"""	0.9665534074468793	(('doduo', 'type', 0.8, 4), ('doduo', -1), 1.5332953889101726, 0.03344659255312071, (4, 299, 177607, 120489))
Embedding	"80 % column values have their Glove embedding distance to ""denmark"" < 5.0"	"values whose Glove embedding distance to ""denmark"" > 8.0"	0.9664725120427382	(('embed', 1, 'denmark', 0.8, 5.0), ('embed', 8.0), 1.6226703706335937, 0.03352748795726175, (1, 164, 179871, 118363))
Embedding	"80 % column values have their Glove embedding distance to ""denmark"" < 5.0"	"values whose Glove embedding distance to ""denmark"" > 10.5"	0.9664725120427382	(('embed', 1, 'denmark', 0.8, 5.0), ('embed', 10.5), 1.5634959486479394, 0.03352748795726175, (1, 164, 171188, 127046))
Embedding	"80 % column values have their Glove embedding distance to ""denmark"" < 5.0"	"values whose Glove embedding distance to ""denmark"" > 8.5"	0.9664725120427382	(('embed', 1, 'denmark', 0.8, 5.0), ('embed', 8.5), 1.5785261760258127, 0.03352748795726175, (1, 164, 173402, 124832))
Embedding	"80 % column values have their Glove embedding distance to ""anne"" < 5.5"	"values whose Glove embedding distance to ""anne"" > 12.0"	0.9663289547560175	(('embed', 1, 'anne', 0.8, 5.5), ('embed', 12.0), 1.435675432692669, 0.033671045243982414, (14, 678, 171145, 126562))
Embedding	"80 % column values have their Glove embedding distance to ""tiger"" < 6.0"	"values whose Glove embedding distance to ""tiger"" > 10.0"	0.9662076503186696	(('embed', 1, 'tiger', 0.8, 6.0), ('embed', 10.0), 1.414673628030381, 0.03379234968133038, (29, 1196, 171207, 125967))
Embedding	"80 % column values have their Glove embedding distance to ""group"" < 6.0"	"values whose Glove embedding distance to ""group"" > 11.5"	0.9660847403102594	(('embed', 1, 'group', 0.8, 6.0), ('embed', 11.5), 1.4153146388089106, 0.03391525968974064, (27, 1124, 171135, 126113))
Embedding	"80 % column values have their Glove embedding distance to ""group"" < 6.0"	"values whose Glove embedding distance to ""group"" > 10.0"	0.9660847403102594	(('embed', 1, 'group', 0.8, 6.0), ('embed', 10.0), 1.4175476924971229, 0.03391525968974064, (27, 1124, 171463, 125785))
Embedding	"80 % column values have their Glove embedding distance to ""utah"" < 5.5"	"values whose Glove embedding distance to ""utah"" > 11.5"	0.9653662255216922	(('embed', 1, 'utah', 0.8, 5.5), ('embed', 11.5), 1.4173763832072321, 0.034633774478307865, (22, 933, 171140, 126304))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""west indies"" < 1.1"	"values whose Sentence-BERT embedding distance to ""west indies"" > 1.3"	0.9653415324210405	(('sbert', 1, 'west indies', 0.8, 1.1), ('sbert', 1.3), 2.6678336688465176, 0.03465846757895952, (0, 107, 281865, 16427))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""lebanon"" < 1.1"	"values whose Sentence-BERT embedding distance to ""lebanon"" > 1.3250000000000002"	0.9653192592450744	(('sbert', 1, 'lebanon', 0.8, 1.1), ('sbert', 1.3250000000000002), 2.134281255100955, 0.034680740754925575, (21, 898, 262136, 35344))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4.5"	"values whose Doduo ""team""-classifier scores <= -1"""	0.9652006905564552	(('doduo', 'team', 0.8, 4.5), ('doduo', -1), 1.6632180662895342, 0.03479930944354483, (56, 2024, 208854, 87465))
Pattern	"98 % of values match pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+/[\+\-\d\.,]+/[\+\-\d\.,]+$"""	0.9650588950808385	(('pattern', 1, '99/08/27', '^[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+/[\\+\\-\\d\\.,]+$', 0.98), ('pattern', 0), 2.8105159098851455, 0.03494110491916143, (58, 2078, 296263, 0))
Embedding	"80 % column values have their Glove embedding distance to ""slovenia"" < 5.5"	"values whose Glove embedding distance to ""slovenia"" > 7.0"	0.964704671743157	(('embed', 1, 'slovenia', 0.8, 5.5), ('embed', 7.0), 2.7703370966345893, 0.035295328256842964, (0, 105, 288133, 10161))
Embedding	"80 % column values have their Glove embedding distance to ""assault"" < 6.5"	"values whose Glove embedding distance to ""assault"" > 12.0"	0.9644987218130762	(('embed', 1, 'assault', 0.8, 6.5), ('embed', 12.0), 1.3971328482059746, 0.03550127818692382, (44, 1611, 171117, 125627))
Embedding	"80 % column values have their Glove embedding distance to ""uk"" < 6.0"	"values whose Glove embedding distance to ""uk"" > 9.5"	0.9643566808276515	(('embed', 1, 'uk', 0.8, 6.0), ('embed', 9.5), 1.4041101573477657, 0.035643319172348524, (38, 1417, 171826, 125118))
Embedding	"80 % column values have their Glove embedding distance to ""uk"" < 6.0"	"values whose Glove embedding distance to ""uk"" > 12.0"	0.9643566808276515	(('embed', 1, 'uk', 0.8, 6.0), ('embed', 12.0), 1.399317383739609, 0.035643319172348524, (38, 1417, 171123, 125821))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""gold"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""gold"" > 1.3"	0.9642806457126104	(('sbert', 1, 'gold', 0.8, 1.2000000000000002), ('sbert', 1.3), 2.071740131897066, 0.03571935428738961, (118, 3825, 257709, 36747))
Embedding	"80 % column values have their Glove embedding distance to ""dec"" < 5.5"	"values whose Glove embedding distance to ""dec"" > 12.0"	0.9641016877217916	(('embed', 1, 'dec', 0.8, 5.5), ('embed', 12.0), 1.5184363023394354, 0.0358983122782084, (2, 197, 171157, 127043))
Embedding	"80 % column values have their Glove embedding distance to ""dec"" < 5.5"	"values whose Glove embedding distance to ""dec"" > 10.5"	0.9641016877217916	(('embed', 1, 'dec', 0.8, 5.5), ('embed', 10.5), 1.5184837731753098, 0.0358983122782084, (2, 197, 171164, 127036))
Embedding	"80 % column values have their Glove embedding distance to ""april"" < 6.0"	"values whose Glove embedding distance to ""april"" > 8.0"	0.9639640724744547	(('embed', 1, 'april', 0.8, 6.0), ('embed', 8.0), 1.4760349448863406, 0.036035927525545325, (37, 1370, 182495, 114497))
Embedding	"80 % column values have their Glove embedding distance to ""india"" < 5.5"	"values whose Glove embedding distance to ""india"" > 11.5"	0.9638499546619972	(('embed', 1, 'india', 0.8, 5.5), ('embed', 11.5), 1.4799927199905263, 0.036150045338002756, (4, 276, 171160, 126959))
Embedding	"80 % column values have their Glove embedding distance to ""europe"" < 5.0"	"values whose Glove embedding distance to ""europe"" > 7.5"	0.9638229373406092	(('embed', 1, 'europe', 0.8, 5.0), ('embed', 7.5), 1.9832257260980224, 0.03617706265939079, (6, 351, 241846, 56196))
Embedding	"80 % column values have their Glove embedding distance to ""red"" < 5.5"	"values whose Glove embedding distance to ""red"" > 9.0"	0.9638227592121762	(('embed', 1, 'red', 0.8, 5.5), ('embed', 9.0), 1.4317874022642616, 0.036177240787823854, (13, 596, 171771, 126019))
Embedding	"80 % column values have their Glove embedding distance to ""red"" < 5.5"	"values whose Glove embedding distance to ""red"" > 11.5"	0.9638227592121762	(('embed', 1, 'red', 0.8, 5.5), ('embed', 11.5), 1.4275611436116145, 0.036177240787823854, (13, 596, 171149, 126641))
Embedding	"80 % column values have their Glove embedding distance to ""mon"" < 7.0"	"values whose Glove embedding distance to ""mon"" > 11.5"	0.9638190225097745	(('embed', 1, 'mon', 0.8, 7.0), ('embed', 11.5), 1.4091097623707154, 0.03618097749022554, (23, 924, 171139, 126313))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 5.5"	"values whose Glove embedding distance to ""white"" > 8.0"	0.9635532936411427	(('embed', 1, 'white', 0.8, 5.5), ('embed', 8.0), 1.5147292923743096, 0.0364467063588573, (15, 658, 184774, 112952))
Embedding	"80 % column values have their Glove embedding distance to ""india"" < 6.0"	"values whose Glove embedding distance to ""india"" > 11.0"	0.9632569014942399	(('embed', 1, 'india', 0.8, 6.0), ('embed', 11.0), 1.414113468639756, 0.03674309850576006, (18, 750, 171159, 126472))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""chicago"" < 1.1"	"values whose Sentence-BERT embedding distance to ""chicago"" > 1.3250000000000002"	0.9632148373624374	(('sbert', 1, 'chicago', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.997216233297352, 0.03678516263756255, (8, 416, 245197, 52778))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9631959354897175	(('pattern', 1, '2013-06-13t11:20:00+02:00', '^[\\+\\-\\d\\.,]+[a-zA-Z]+[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.99), ('pattern', 0), 2.938172875668446, 0.03680406451028256, (2, 192, 298205, 0))
Embedding	"80 % column values have their Glove embedding distance to ""kent"" < 5.0"	"values whose Glove embedding distance to ""kent"" > 8.5"	0.9631558459583421	(('embed', 1, 'kent', 0.8, 5.0), ('embed', 8.5), 1.4770443457642373, 0.03684415404165786, (5, 308, 172745, 125341))
Embedding	"80 % column values have their Glove embedding distance to ""with"" < 5.0"	"values whose Glove embedding distance to ""with"" > 9.5"	0.9627747405519128	(('embed', 1, 'with', 0.8, 5.0), ('embed', 9.5), 1.4026536637824094, 0.03722525944808722, (27, 1021, 171521, 125830))
CTA	"80 % column values have their Sherlock ""category""-classifier scores >= 0.1"	"values whose Sherlock ""category""-classifier scores <= 0"	0.9624751101221807	(('cta', 'category', 0.8, 0.1), ('cta', 0), 2.206562021720316, 0.03752488987781927, (1, 146, 256197, 42055))
Embedding	"80 % column values have their Glove embedding distance to ""asia"" < 5.0"	"values whose Glove embedding distance to ""asia"" > 7.5"	0.9624751101221807	(('embed', 1, 'asia', 0.8, 5.0), ('embed', 7.5), 2.1009997497616815, 0.03752488987781927, (1, 146, 244664, 53588))
Embedding	"80 % column values have their Glove embedding distance to ""us"" < 6.0"	"values whose Glove embedding distance to ""us"" > 10.5"	0.9623828501450971	(('embed', 1, 'us', 0.8, 6.0), ('embed', 10.5), 1.3875743358471553, 0.03761714985490296, (43, 1488, 171136, 125732))
Pattern	"97 % of values match pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	"values not matching pattern ""^[\+\-\d\.,]+:[\+\-\d\.,]+$"""	0.9622596534831135	(('pattern', 1, '2019010248:17', '^[\\+\\-\\d\\.,]+:[\\+\\-\\d\\.,]+$', 0.97), ('pattern', 0), 2.8021083945430565, 0.03774034651688648, (47, 1600, 296752, 0))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 6.0"	"values whose Glove embedding distance to ""medium"" > 11.5"	0.9621697400140691	(('embed', 1, 'medium', 0.8, 6.0), ('embed', 11.5), 1.405993183500431, 0.03783025998593096, (20, 790, 171144, 126445))
Embedding	"80 % column values have their Glove embedding distance to ""malaysia"" < 6.0"	"values whose Glove embedding distance to ""malaysia"" > 8.0"	0.9619805510922385	(('embed', 1, 'malaysia', 0.8, 6.0), ('embed', 8.0), 1.471906643244134, 0.03801944890776159, (18, 724, 180419, 117238))
Embedding	"80 % column values have their Glove embedding distance to ""eight"" < 6.0"	"values whose Glove embedding distance to ""eight"" > 10.5"	0.9619802595746278	(('embed', 1, 'eight', 0.8, 6.0), ('embed', 10.5), 1.375464577909007, 0.0380197404253722, (87, 2724, 171101, 124487))
Embedding	"80 % column values have their Glove embedding distance to ""eight"" < 6.0"	"values whose Glove embedding distance to ""eight"" > 12.0"	0.9619802595746278	(('embed', 1, 'eight', 0.8, 6.0), ('embed', 12.0), 1.3752795790384846, 0.0380197404253722, (87, 2724, 171074, 124514))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""scotland"" < 1.1"	"values whose Sentence-BERT embedding distance to ""scotland"" > 1.3"	0.9619298731850133	(('sbert', 1, 'scotland', 0.8, 1.1), ('sbert', 1.3), 2.354501442673517, 0.038070126814986706, (19, 754, 281339, 16287))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""argentina"" < 1.0"	"values whose Sentence-BERT embedding distance to ""argentina"" > 1.3"	0.9619046107955447	(('sbert', 1, 'argentina', 0.8, 1.0), ('sbert', 1.3), 2.5682174654325958, 0.03809538920445529, (0, 97, 274449, 23853))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""argentina"" < 1.0"	"values whose Sentence-BERT embedding distance to ""argentina"" > 1.25"	0.9619046107955447	(('sbert', 1, 'argentina', 0.8, 1.0), ('sbert', 1.25), 2.8882204768405737, 0.03809538920445529, (0, 97, 293540, 4762))
Embedding	"80 % column values have their Glove embedding distance to ""latvia"" < 6.0"	"values whose Glove embedding distance to ""latvia"" > 12.0"	0.9617097086102511	(('embed', 1, 'latvia', 0.8, 6.0), ('embed', 12.0), 1.4611704964369274, 0.03829029138974891, (5, 296, 171155, 126943))
Embedding	"80 % column values have their Glove embedding distance to ""latvia"" < 6.0"	"values whose Glove embedding distance to ""latvia"" > 9.0"	0.9617097086102511	(('embed', 1, 'latvia', 0.8, 6.0), ('embed', 9.0), 1.4731625248233196, 0.03829029138974891, (5, 296, 172921, 125177))
Embedding	"80 % column values have their Glove embedding distance to ""development"" < 5.5"	"values whose Glove embedding distance to ""development"" > 8.5"	0.9617054197295363	(('embed', 1, 'development', 0.8, 5.5), ('embed', 8.5), 1.5223411840011996, 0.03829458027046376, (3, 223, 176142, 122031))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 6.0"	"values whose Glove embedding distance to ""ne"" > 8.5"	0.9616834572787701	(('embed', 1, 'ne', 0.8, 6.0), ('embed', 8.5), 1.392613727868691, 0.03831654272122989, (34, 1198, 171612, 125555))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 6.0"	"values whose Glove embedding distance to ""ne"" > 9.5"	0.9616834572787701	(('embed', 1, 'ne', 0.8, 6.0), ('embed', 9.5), 1.389828003474598, 0.03831654272122989, (34, 1198, 171203, 125964))
Embedding	"80 % column values have their Glove embedding distance to ""ne"" < 6.0"	"values whose Glove embedding distance to ""ne"" > 10.0"	0.9616834572787701	(('embed', 1, 'ne', 0.8, 6.0), ('embed', 10.0), 1.3895011512794262, 0.03831654272122989, (34, 1198, 171155, 126012))
Embedding	"80 % column values have their Glove embedding distance to ""wood"" < 5.5"	"values whose Glove embedding distance to ""wood"" > 10.5"	0.961660172853932	(('embed', 1, 'wood', 0.8, 5.5), ('embed', 10.5), 1.4160564483738105, 0.038339827146068, (14, 593, 171173, 126619))
Embedding	"80 % column values have their Glove embedding distance to ""wood"" < 5.5"	"values whose Glove embedding distance to ""wood"" > 11.0"	0.961660172853932	(('embed', 1, 'wood', 0.8, 5.5), ('embed', 11.0), 1.4159545608890407, 0.038339827146068, (14, 593, 171158, 126634))
Embedding	"80 % column values have their Glove embedding distance to ""wood"" < 5.5"	"values whose Glove embedding distance to ""wood"" > 12.0"	0.961660172853932	(('embed', 1, 'wood', 0.8, 5.5), ('embed', 12.0), 1.4158730520314857, 0.038339827146068, (14, 593, 171146, 126646))
Embedding	"80 % column values have their Glove embedding distance to ""mexico"" < 5.5"	"values whose Glove embedding distance to ""mexico"" > 11.0"	0.9613677232479201	(('embed', 1, 'mexico', 0.8, 5.5), ('embed', 11.0), 1.4509590671410257, 0.03863227675207989, (6, 328, 171161, 126904))
